   4.0000000e-01  -4.0000000e-01
   4.0000000e-01   4.0000000e-01
  -4.0000000e-01   4.0000000e-01
   1.3168800e-01   1.9914874e-02
   1.2855046e-01   2.9564727e-02
   1.2594850e-01   3.9391052e-02
   1.2339148e-01   4.9518502e-02
   1.2008696e-01   5.9790514e-02
   1.1519704e-01   6.9746290e-02
   1.0810367e-01   7.8706109e-02
   9.8606117e-02   8.5944927e-02
   8.6994104e-02   9.0905964e-02
   7.3976411e-02   9.3391227e-02
   6.0486769e-02   9.3669376e-02
   4.7424376e-02   9.2462369e-02
   3.5405322e-02   9.0805313e-02
   2.4598179e-02   8.9809719e-02
   1.4692789e-02   9.0388769e-02
   5.0128319e-03   9.3016146e-02
  -5.2589728e-03   9.7583440e-02
  -1.6807235e-02   1.0339666e-01
  -2.9940903e-02   1.0931639e-01
  -4.4452310e-02   1.1400845e-01
  -5.9621479e-02   1.1624282e-01
  -7.4368105e-02   1.1516591e-01
  -8.7511708e-02   1.1047881e-01
  -9.8069322e-02   1.0247920e-01
  -1.0550851e-01   9.1961043e-02
  -1.0988506e-01   8.0003072e-02
  -1.1182602e-01   6.7705301e-02
  -1.1236139e-01   5.5944006e-02
  -1.1264950e-01   4.5207619e-02
  -1.1367059e-01   3.5551072e-02
  -1.1597171e-01   2.6671799e-02
  -1.1953179e-01   1.8076518e-02
  -1.2378213e-01   9.2838275e-03
  -1.2777453e-01   1.3877788e-17
  -1.3044876e-01  -9.7838344e-03
  -1.3092381e-01  -1.9799306e-02
  -1.2873220e-01  -2.9606526e-02
  -1.2393354e-01  -3.8760862e-02
  -1.1707803e-01  -4.6984839e-02
  -1.0903390e-01  -5.4287267e-02
  -1.0073042e-01  -6.0987443e-02
  -9.2891869e-02  -6.7630985e-02
  -8.5839205e-02  -7.4817308e-02
  -7.9415956e-02  -8.2987049e-02
  -7.3058552e-02  -9.2232479e-02
  -6.5989257e-02  -1.0219049e-01
  -5.7474403e-02  -1.1205671e-01
  -4.7071627e-02  -1.2072631e-01
  -3.4792884e-02  -1.2703132e-01
  -2.1134206e-02  -1.3001581e-01
  -6.9616368e-03  -1.2917741e-01
   6.7154958e-03  -1.2461011e-01
   1.9019759e-02  -1.1700792e-01
   2.9450160e-02  -1.0752465e-01
   3.8024639e-02  -9.7523171e-02
   4.5277300e-02  -8.8276257e-02
   5.2107922e-02  -8.0693953e-02
   5.9523254e-02  -7.5144897e-02
   6.8340738e-02  -7.1413812e-02
   9.1110476e-02  -6.6334021e-02
   1.0410143e-01  -6.3028432e-02
   1.1675946e-01  -5.8133775e-02
   1.2782000e-01  -5.1295723e-02
   1.3621144e-01  -4.2600842e-02
   1.4131095e-01  -3.2499454e-02
   1.4308001e-01  -2.1637662e-02
   1.4204442e-01  -1.0653525e-02
   1.3912648e-01  -2.7755576e-17
   1.3537778e-01   1.0153518e-02
   8.0066279e-02   1.0881902e-02
   8.4158250e-02   2.2765098e-02
   8.6864314e-02   3.2419888e-02
   8.7919581e-02   3.8901194e-02
   8.7220754e-02   4.1574579e-02
   8.4836241e-02   4.0178355e-02
   8.0999452e-02   3.4849194e-02
   7.6085961e-02   2.6108750e-02
   7.0576733e-02   1.4812601e-02
   5.9933721e-02  -1.0881902e-02
   5.5841750e-02  -2.2765098e-02
   5.3135686e-02  -3.2419888e-02
   5.2080419e-02  -3.8901194e-02
   5.2779246e-02  -4.1574579e-02
   5.5163759e-02  -4.0178355e-02
   5.9000548e-02  -3.4849194e-02
   6.3914039e-02  -2.6108750e-02
   6.9423267e-02  -1.4812601e-02
   7.4988949e-02  -2.0664905e-03
   1.4659121e-02  -6.9279568e-02
   9.1661132e-03  -6.4694927e-02
   5.1866944e-04  -5.9456083e-02
  -9.6657267e-03  -5.4049615e-02
  -1.9799263e-02  -4.9062874e-02
  -2.8704926e-02  -4.5104286e-02
  -3.5802406e-02  -4.2697848e-02
  -4.1053583e-02  -4.2179695e-02
  -4.4715446e-02  -4.3626783e-02
  -4.7020440e-02  -4.6839334e-02
  -4.7928008e-02  -5.1382593e-02
  -4.7057872e-02  -5.6675330e-02
  -4.3838576e-02  -6.2098878e-02
  -3.7814237e-02  -6.7096108e-02
  -2.8983665e-02  -7.1235983e-02
  -1.8026187e-02  -7.4233552e-02
  -6.3058357e-03  -7.5931895e-02
   4.3734895e-03  -7.6265344e-02
   1.2195410e-02  -7.5227494e-02
   1.5803368e-02  -7.2861808e-02
  -5.3349534e-02   4.0135705e-02
  -6.5392323e-02   3.9368692e-02
  -7.4949534e-02   3.8174040e-02
  -8.1085642e-02   3.6668692e-02
  -8.3200000e-02   3.5000000e-02
  -8.1085642e-02   3.3331308e-02
  -7.4949534e-02   3.1825960e-02
  -6.5392323e-02   3.0631308e-02
  -5.3349534e-02   2.9864295e-02
  -4.0000000e-02   2.9600000e-02
  -2.6650466e-02   2.9864295e-02
  -1.4607677e-02   3.0631308e-02
  -5.0504658e-03   3.1825960e-02
   1.0856415e-03   3.3331308e-02
   3.2000000e-03   3.5000000e-02
   1.0856415e-03   3.6668692e-02
  -5.0504658e-03   3.8174040e-02
  -1.4607677e-02   3.9368692e-02
  -2.6650466e-02   4.0135705e-02
  -4.0000000e-02   4.0400000e-02
   1.2115296e-01   1.8321684e-02
   1.1826642e-01   2.7199549e-02
   1.1587262e-01   3.6239767e-02
   1.1352016e-01   4.5557022e-02
   1.1048000e-01   5.5007273e-02
   1.0598128e-01   6.4166587e-02
   9.9455375e-02   7.2409620e-02
   9.0717627e-02   7.9069333e-02
   8.0034576e-02   8.3633486e-02
   6.8058298e-02   8.5919929e-02
   5.5647827e-02   8.6175826e-02
   4.3630426e-02   8.5065379e-02
   3.2572896e-02   8.3540888e-02
   2.2630324e-02   8.2624941e-02
   1.3517366e-02   8.3157667e-02
   4.6118054e-03   8.5574854e-02
  -4.8382550e-03   8.9776765e-02
  -1.5462656e-02   9.5124928e-02
  -2.7545631e-02   1.0057108e-01
  -4.0896125e-02   1.0488778e-01
  -5.4851761e-02   1.0694340e-01
  -6.8418656e-02   1.0595264e-01
  -8.0510772e-02   1.0164050e-01
  -9.0223777e-02   9.4280864e-02
  -9.7067831e-02   8.4604160e-02
  -1.0109426e-01   7.3602827e-02
  -1.0287994e-01   6.2288877e-02
  -1.0337248e-01   5.1468486e-02
  -1.0363754e-01   4.1591009e-02
  -1.0457694e-01   3.2706986e-02
  -1.0669397e-01   2.4538055e-02
  -1.0996925e-01   1.6630397e-02
  -1.1387956e-01   8.5411213e-03
  -1.1755257e-01   1.2143064e-17
  -1.2001286e-01  -9.0011277e-03
  -1.2044990e-01  -1.8215362e-02
  -1.1843363e-01  -2.7238004e-02
